word,count,language,type
increment/decrement,11,Java,negative
blind,16,Python,negative
mocks,40,JavaScript,negative
win/lose,16,Java,negative
slow,35,C#,negative
lack,17,Python,negative
restrict,41,C#,negative
mistaken,24,Ruby,negative
bug/tst,53,Python,negative
pig,75,Ruby,negative
dim,20,Java,negative
untested,98,PHP,negative
growl,24,Objective-C,negative
unwanted,22,C,negative
drunk,32,JavaScript,negative
conspiracy,27,C,negative
limited-mode,18,JavaScript,negative
failing,20,Objective-C,negative
emergency,42,C++,negative
destruction,16,C++,negative
shamelessly,12,Python,negative
chronic,43,PHP,negative
miss,40,Ruby,negative
fuzzy,38,Ruby,negative
frozen,11,C++,negative
glib,25,Python,negative
narrower,45,JavaScript,negative
falling,17,Objective-C,negative
un-ignore,13,JavaScript,negative
sick,20,Python,negative
fist,16,Objective-C,negative
undone,30,PHP,negative
fib,33,Python,negative
fault,11,Ruby,negative
drag/drop,11,JavaScript,negative
static-pages,19,Ruby,negative
slime,15,JavaScript,negative
arbitrary,60,Python,negative
sad,12,Shell,negative
inactive,12,C,negative
beware,18,Ruby,negative
conservative,13,Java,negative
puppet-lint,19,Ruby,negative
bloody,70,JavaScript,negative
damned,13,C,negative
proprietary-files.txt,12,C++,negative
vagrant/doc/ubuntu_x86_vagrant_readme.txt,13,Python,negative
pan,25,C++,negative
abuse,13,Ruby,negative
hasty,26,Shell,negative
urgent,15,C,negative
drag-and-drop,17,JavaScript,negative
manipulation,11,PHP,negative
regress,21,C++,negative
glitch,20,Ruby,negative
pan,28,Objective-C,negative
defects,31,JavaScript,negative
panic,14,Java,negative
refuse,35,Python,negative
dumps,26,Python,negative
idiot,15,Java,negative
decline,13,Ruby,negative
grumble,27,Python,negative
rejected,28,Ruby,negative
omit,24,C#,negative
unable,19,C,negative
issue#1,15,Java,negative
opponent,17,JavaScript,negative
curses,17,Ruby,negative
mess,22,Objective-C,negative
annoying,18,Objective-C,negative
frozen,13,Java,negative
dangerous,16,Ruby,negative
suicide,12,JavaScript,negative
sad,27,C#,negative
dupe,17,Ruby,negative
inconsistent,15,JavaScript,negative
hell,17,C++,negative
worst,18,Python,negative
leaks,16,C,negative
rage,20,JavaScript,negative
fallen,12,JavaScript,negative
blow,50,Ruby,negative
parasite,25,C,negative
dead,26,Objective-C,negative
chore(tests,39,JavaScript,negative
trouble,21,C++,negative
unexpected,12,Python,negative
spurious,17,C,negative
unfinished,20,Shell,negative
crashes,16,C++,negative
crash,25,PHP,negative
strike,18,Python,negative
https://issues.apache.org/jira/browse/amqcpp-507,15,C++,negative
brutal,17,Python,negative
punch,28,Ruby,negative
https://issues.apache.org/jira/browse/amq-4682,11,Java,negative
fault,14,C,negative
fault,15,PHP,negative
curses,43,C,negative
enable/disable,38,C,negative
lame,45,Python,negative
mar,24,Java,negative
coerce,18,C,negative
hard-coded,26,Ruby,negative
packer????????????vagrant???box,11,Shell,negative
downgrade,15,Objective-C,negative
stale,19,Java,negative
hate,24,Python,negative
hung,11,PHP,negative
dark,43,Ruby,negative
mocking,59,Python,negative
quick'n'dirty,15,Java,negative
disregard,22,C,negative
rip.sh,12,Python,negative
fix(puppet,15,JavaScript,negative
mangled,12,C,negative
chaos,21,JavaScript,negative
idiot,23,Ruby,negative
gossip,17,Java,negative
revoke,37,Python,negative
slowed,13,Ruby,negative
abuse,12,Python,negative
sketchy,12,JavaScript,negative
blind,20,C,negative
drastically,24,C++,negative
error-handling,31,C,negative
shameless,34,JavaScript,negative
bug-fixes,14,JavaScript,negative
subversion,23,JavaScript,negative
loose,24,Java,negative
funny,41,Ruby,negative
sin,40,C,negative
bullshit,18,Python,negative
mistakes,15,C++,negative
inconsistent,11,Python,negative
accidental,12,C#,negative
crap,62,C,negative
lazy-load,26,Ruby,negative
lame,20,C++,negative
lemon,15,C++,negative
st/mesa,20,C,negative
regress,12,C,negative
dying,13,JavaScript,negative
strain,11,PHP,negative
explode,20,Ruby,negative
slave,33,Ruby,negative
scratch,12,Shell,negative
heck,21,JavaScript,negative
fallen,13,Java,negative
poison,23,Java,negative
harden,61,JavaScript,negative
difficulty,13,Python,negative
hard,75,Shell,negative
glitch,13,Shell,negative
devil,11,C++,negative
boring,13,Ruby,negative
killing,28,Shell,negative
trouble,23,Python,negative
https://issues.jboss.org/browse/jbpapp-10450,13,Java,negative
smoke,39,C,negative
damage,20,C,negative
rubbish,13,Ruby,negative
forbid,37,Ruby,negative
smack,38,C,negative
noise,49,Python,negative
slave,37,C++,negative
mistakes,14,C,negative
bloody,27,Ruby,negative
poor,23,C,negative
calcs/hazard/disagg/core,12,Python,negative
idle,22,PHP,negative
fatal,33,Python,negative
killing,18,C#,negative
trap,13,PHP,negative
loose,33,PHP,negative
nightmare,12,Shell,negative
errors,44,Shell,negative
https://issues.jboss.org/browse/jbide-11191,12,Java,negative
stress,14,Ruby,negative
incomplete,24,Objective-C,negative
complex,28,Ruby,negative
sink-bin,18,C,negative
fatal,19,Java,negative
noisy,22,Java,negative
suck,32,JavaScript,negative
randomly,24,C++,negative
chore(readme.md,12,JavaScript,negative
tentatively,37,Ruby,negative
forbid,39,PHP,negative
hell,18,Python,negative
problematic,17,Java,negative
leer,27,JavaScript,negative
hate,18,C++,negative
drastically,12,C#,negative
steal,31,Python,negative
trouble,12,C,negative
ghetto,12,PHP,negative
penalize,17,C++,negative
dark,22,C++,negative
slug,11,Java,negative
vanity,18,JavaScript,negative
chore(build,22,C++,negative
shallow,28,C++,negative
swipe,47,Ruby,negative
odd,33,C,negative
marginal,11,Java,negative
stress,28,C++,negative
issue-3,15,Java,negative
interrupt,23,JavaScript,negative
stole,13,Ruby,negative
chunky,11,Ruby,negative
rust,18,C,negative
flake,20,Python,negative
cheating,11,JavaScript,negative
nag,15,JavaScript,negative
redis-check-dump,11,C,negative
crude,40,C,negative
faulty,14,Ruby,negative
smallish,14,C++,negative
neglected,16,JavaScript,negative
scratch,50,C++,negative
refuse,26,C++,negative
needy,34,Java,negative
chore,21,C++,negative
issue#98,20,JavaScript,negative
suicide,11,C,negative
enable/disable,15,C#,negative
damned,30,JavaScript,negative
messy,48,Ruby,negative
mn,11,JavaScript,negative
unexpected,11,C++,negative
alarm,20,Ruby,negative
darken,30,PHP,negative
limited,24,Objective-C,negative
toll,16,Java,negative
sadly,12,Ruby,negative
subversion/libsvn_wc/wc_db_update_move.c,20,C,negative
export/hazard,29,Python,negative
rdar://problem/11757916,12,C++,negative
disregard,21,PHP,negative
un-broke,19,Python,negative
invisible,20,Python,negative
unneeded,21,Objective-C,negative
excessive,12,C,negative
nitpicking,29,PHP,negative
mistakenly,19,Ruby,negative
prohibit,11,PHP,negative
knife.rb,22,Ruby,negative
negative,11,C#,negative
error.php,12,PHP,negative
struggling,11,C#,negative
improper,12,C,negative
defensive,14,C#,negative
delayed,39,Python,negative
blind,59,JavaScript,negative
issue-1,25,Java,negative
ignorance,25,JavaScript,negative
vagrant,12,C,negative
darken,48,Java,negative
gross,15,C,negative
mobster,14,JavaScript,negative
mystery,25,JavaScript,negative
FALSE,20,C,negative
unconfirmed,11,Ruby,negative
pointless,18,C,negative
ghetto,15,Python,negative
vim-fugitive,17,Shell,negative
panic,18,Ruby,negative
tentatively,14,C,negative
falling,11,Python,negative
chore(update,19,JavaScript,negative
stab,19,C,negative
issue-6,16,PHP,negative
orphan,11,PHP,negative
bug/medium,37,C,negative
intermittent,15,Java,negative
joke,29,JavaScript,negative
stole,11,Python,negative
denied,13,PHP,negative
pry,21,Shell,negative
darker,21,Python,negative
poor,29,Java,negative
smash,22,JavaScript,negative
blame,15,JavaScript,negative
twist,16,C++,negative
dragging,23,Python,negative
limited,77,C,negative
disaster,12,JavaScript,negative
weaken,23,C++,negative
shame,14,Java,negative
glitches,12,JavaScript,negative
trashed,27,JavaScript,negative
chore(module,27,JavaScript,negative
mistakes,12,Python,negative
complication-theory,13,C,negative
subversion/libsvn_wc/conflicts.c,15,C,negative
dirty,42,C#,negative
madness,11,Ruby,negative
trap,35,Shell,negative
trash,17,Objective-C,negative
chore(modal,12,JavaScript,negative
enh/bug,23,Python,negative
penalty,22,Python,negative
fracture,11,C++,negative
severe,32,Java,negative
chore(client,11,JavaScript,negative
collapse,42,C,negative
screwed,23,C++,negative
sneak,16,JavaScript,negative
struggling,14,C++,negative
unsure,50,JavaScript,negative
failure,11,C#,negative
problems,11,Objective-C,negative
poison,12,C++,negative
punish,13,Java,negative
inefficient,11,Java,negative
chore(cleanup,12,JavaScript,negative
2013-07-21-the-vitamin-myth.markdown,16,JavaScript,negative
forbidden,16,Ruby,negative
o.c.alarm.beast.server,13,Java,negative
damned,30,Ruby,negative
hum,17,C++,negative
case-insensitive,22,PHP,negative
cljwtang-issue,13,JavaScript,negative
warp,15,C,negative
vibration,11,JavaScript,negative
excessive,13,Java,negative
flare,14,Shell,negative
conservative,20,C,negative
https://issues.jboss.org/browse/jbpapp-8769,54,Java,negative
nasty,11,Shell,negative
pretend,13,PHP,negative
defy,12,Shell,negative
paranoid,24,C,negative
sad,22,C++,negative
negation,11,JavaScript,negative
warp,48,Java,negative
denied,26,JavaScript,negative
nasty,21,C++,negative
extraneous,18,PHP,negative
undid,23,Objective-C,negative
bumps,20,C++,negative
poor,43,Python,negative
tentatively,28,JavaScript,negative
forbidden,11,PHP,negative
obstacle,23,JavaScript,negative
waste,16,JavaScript,negative
dungeon,12,Python,negative
destruction,14,JavaScript,negative
superficial,33,JavaScript,negative
chore(delegate,40,JavaScript,negative
erroneous,11,PHP,negative
faulty,13,C++,negative
deaf,17,Ruby,negative
hum,11,Python,negative
throttle,26,Ruby,negative
dumped,15,C++,negative
crashes,16,C,negative
case-insensitive,14,Shell,negative
complex,13,Objective-C,negative
calculators/hazard/event_based/core_next,31,Python,negative
unavailable,14,JavaScript,negative
wild,12,Ruby,negative
simplistic,15,Ruby,negative
conflicting,12,JavaScript,negative
superfluous,22,Java,negative
tank,34,C,negative
grim/smush,14,C++,negative
rogue,16,PHP,negative
slowed,22,PHP,negative
curses,19,C++,negative
pretend,14,Java,negative
blow,26,JavaScript,negative
latency,17,C,negative
silly,48,Objective-C,negative
hum,17,C,negative
https://issues.jboss.org/browse/jbide-11470,12,Java,negative
alarm/devtools-alarm,12,Shell,negative
allergies,13,JavaScript,negative
randomly,16,C#,negative
dupe,29,JavaScript,negative
sad,45,C,negative
tout,57,JavaScript,negative
marginally,29,JavaScript,negative
mistake,15,C#,negative
backward,45,C,negative
dump.sql,20,PHP,negative
vanity,15,C#,negative
extraneous,17,C++,negative
mistakes,21,PHP,negative
unclean,12,C#,negative
drag&drop,26,JavaScript,negative
git-ignore,23,Ruby,negative
strike,19,PHP,negative
tempest,13,Shell,negative
disallow,38,Objective-C,negative
struggling,53,Ruby,negative
pry,12,JavaScript,negative
backward,33,C++,negative
ding,19,Ruby,negative
exclusion,11,JavaScript,negative
slowly,22,Objective-C,negative
disrupt,33,JavaScript,negative
curse,14,Python,negative
tout,22,Python,negative
fails,19,Python,negative
trashed,20,Ruby,negative
evil,14,C++,negative
filthy,12,JavaScript,negative
falling,29,Ruby,negative
brute-force,12,Python,negative
improper,11,Java,negative
fail-fast,11,Java,negative
bomb,12,PHP,negative
err,31,Shell,negative
collapse,18,C#,negative
refuse,17,C,negative
drunk,11,Ruby,negative
warp,25,Python,negative
annoying,28,C,negative
confused,11,C++,negative
glitch,21,PHP,negative
smoke,22,Shell,negative
needless,13,JavaScript,negative
http://issues.liferay.com/browse/lps-29049,12,Java,negative
perplexity,14,Python,negative
banish,14,PHP,negative
defensive,22,Ruby,negative
unfortunately,20,PHP,negative
sty,27,C++,negative
rogue,11,Java,negative
inactive,18,Ruby,negative
chore(ci,11,JavaScript,negative
errant,34,Ruby,negative
superfluous,13,PHP,negative
apps-symbolic-stereotype/apps-stereotype.svg,37,Ruby,negative
cheat,15,Ruby,negative
erroneous,15,Ruby,negative
passive,14,PHP,negative
awful,17,Ruby,negative
inactive,20,Python,negative
tense,14,JavaScript,negative
revoke,36,JavaScript,negative
boring,14,Objective-C,negative
failed,39,Shell,negative
unsuccessful,22,JavaScript,negative
payback,11,JavaScript,negative
superfluous,25,Ruby,negative
ding,15,Java,negative
https://issues.apache.org/jira/browse/amq-4034,24,Java,negative
latency,16,C++,negative
chore($compile,16,JavaScript,negative
horrible,15,C,negative
conflicting,11,C,negative
rupture,11,Ruby,negative
https://issues.jboss.org/browse/hornetq-1108,14,Java,negative
tst/bug,31,Python,negative
desperately,17,JavaScript,negative
shoddy,13,JavaScript,negative
strange,19,Shell,negative
virus,24,Python,negative
illusion,11,JavaScript,negative
prohibit,18,Ruby,negative
bug-887426,18,Python,negative
blind,14,Ruby,negative
unsupported,11,Ruby,negative
curses,11,JavaScript,negative
abort,14,Objective-C,negative
kills,13,JavaScript,negative
tanks,16,JavaScript,negative
bored,20,JavaScript,negative
mocks,13,Python,negative
restriction,14,Ruby,negative
glitches,11,C#,negative
dim-1603,12,Java,negative
frozen,12,PHP,negative
straggler,11,C++,negative
fails,13,C#,negative
absence,18,JavaScript,negative
unfortunately,22,Ruby,negative
inhibit,15,Objective-C,negative
kills,13,C++,negative
moot,13,JavaScript,negative
dumps,11,JavaScript,negative
rage,11,C++,negative
straggler,21,JavaScript,negative
rdar://problem/12202862,12,C++,negative
project/assets/scenes/messy/first.unity,12,C#,negative
pretend,19,Ruby,negative
drag&drop,15,C,negative
torture,11,C,negative
superficial,12,Ruby,negative
breakup,13,JavaScript,negative
refuse,15,PHP,negative
issue-#11,11,Java,negative
proprietary,16,C,negative
restricted,25,C#,negative
insane,23,Python,negative
constant-trickery,11,PHP,negative
hard-code,12,C,negative
subversion/libsvn_wc/update_editor.c,11,C,negative
ripped,56,Python,negative
pig-3107,11,Java,negative
irrelevant,16,JavaScript,negative
manipulate,11,Python,negative
growl,13,C,negative
https://issues.jboss.org/browse/jbide-11537,18,Java,negative
impatient-mode,14,JavaScript,negative
meaningless,11,PHP,negative
dense,12,Python,negative
angry,21,Java,negative
greedy,12,C,negative
forbidden,13,Java,negative
wiki??????????????????????????????????????????bug,12,Ruby,negative
clique,16,JavaScript,negative
sticky,22,C++,negative
severity,15,Java,negative
hell,13,Shell,negative
cln/bug,16,Python,negative
badly,16,JavaScript,negative
get-shit-done,15,Shell,negative
extraneous,13,C,negative
subversion,26,C#,negative
dick,13,Ruby,negative
limitation,19,PHP,negative
horrible,16,C++,negative
fabrication,14,Ruby,negative
webui]ignore,12,Ruby,negative
slime,11,Shell,negative
https://issues.jboss.org/browse/jbide-11179,18,Java,negative
delaying,14,C++,negative
opinionated,44,Ruby,negative
re-revert,15,C++,negative
crashing,12,Python,negative
cheat-cheats,20,Shell,negative
raked,18,JavaScript,negative
unimportant,15,Python,negative
stolen,12,Python,negative
cheat,12,Shell,negative
undone,17,C,negative
lame,11,Shell,negative
issue:1881,12,C++,negative
irrelevant,13,C,negative
mystery,16,Java,negative
hard-coded,25,PHP,negative
inhibit,19,JavaScript,negative
conflicting,11,Shell,negative
mn,15,Java,negative
bomb,11,Objective-C,negative
tricky,15,Python,negative
annoying,19,Shell,negative
zap,21,Java,negative
explode,19,C++,negative
runaway,11,JavaScript,negative
bloody,14,C++,negative
impossible,14,JavaScript,negative
errant,14,Python,negative
inconsistent,16,Ruby,negative
tcp/sack,17,C,negative
illegal,42,JavaScript,negative
moron,12,JavaScript,negative
ambiguous,11,Python,negative
https://issues.jboss.org/browse/hornetq-1042,26,Java,negative
fcatch-undefined-behavior,33,C++,negative
https://issues.liferay.com/browse/lrdocs-215,11,Java,negative
dupe,23,Python,negative
issue-2,13,Java,negative
mar,32,Shell,negative
bug(ie7,15,JavaScript,negative
tired,17,Shell,negative
sloppily,11,JavaScript,negative
crisis,11,Java,negative
exclusion,25,C,negative
https://issues.jboss.org/browse/jbide-10945,12,Java,negative
undocumented,15,JavaScript,negative
https://issues.jboss.org/browse/hornetq-763,20,Java,negative
freaking,13,Shell,negative
crime,15,JavaScript,negative
confusion,13,Ruby,negative
risk,12,C#,negative
difficulty,12,C#,negative
siege,26,Ruby,negative
shit's,12,Java,negative
zap,11,PHP,negative
volatile,17,JavaScript,negative
refuse,11,Java,negative
picky,13,C,negative
v.bump,14,Python,negative
shameful,15,Python,negative
bogus,27,Java,negative
stab,17,Java,negative
arbitrary,28,Java,negative
thug,11,Python,negative
lack,13,C++,negative
o.c.alarm.beast,13,Java,negative
reject,14,C#,negative
chore($parse,11,JavaScript,negative
insecure,12,Shell,negative
hard-coding,14,Ruby,negative
obscure,11,Ruby,negative
perl/perl-data-dump,16,Shell,negative
llvm-stress,12,C++,negative
case-insensitive,22,Java,negative
glib-networking,21,Ruby,negative
boring,11,C,negative
rotten,12,Ruby,negative
https://issues.jboss.org/browse/hornetq-1142,16,Java,negative
ax,13,PHP,negative
penalty,13,C++,negative
cheat,13,C#,negative
unable,14,Shell,negative
mist,11,JavaScript,negative
impossible,13,PHP,negative
pain,24,Java,negative
skeletons,17,Ruby,negative
rdar://problem/11486302,18,C++,negative
expire,22,C,negative
inconsequential,23,Java,negative
unexpected,12,PHP,negative
difficulty,20,Ruby,negative
clique,11,C++,negative
tentative,17,Objective-C,negative
undone,17,C++,negative
arbitrary,13,PHP,negative
meaningless,11,Shell,negative
ag|st,12,JavaScript,negative
illusion,14,C,negative
erosion,12,Python,negative
dungeon,14,C,negative
fudge,11,Python,negative
ext/curses/curses.c,12,Ruby,negative
terrible,20,C++,negative
chore($nganimate,11,JavaScript,negative
freaking,22,Python,negative
crashing,16,Objective-C,negative
warc-repeated-use-of-weak,11,C++,negative
steal,13,Java,negative
absence,15,Java,negative
gross,17,Python,negative
mar,11,C,negative
ctk-curses,28,C,negative
eiskaltdcpp-unstable,13,Shell,negative
unfortunately,12,C++,negative
chore(angular-ui-docs,43,JavaScript,negative
skinny,13,Ruby,negative
dangerous,12,C++,negative
untested,20,Objective-C,negative
hard,30,Objective-C,negative
quick&dirty,11,Python,negative
elimination,21,Java,negative
killer,11,Java,negative
st??dade,12,Java,negative
mock-up,12,JavaScript,negative
crashes,11,Objective-C,negative
brutal,19,Java,negative
breakdown,16,Ruby,negative
bug(compile,12,JavaScript,negative
activesupport::concern,12,Ruby,negative
irrelevant,22,C++,negative
blurred,33,JavaScript,negative
deny,24,Python,negative
degrade,12,Ruby,negative
screwed,11,C,negative
bug-fixes,13,PHP,negative
glitch,13,Python,negative
odor,11,Python,negative
spurious,26,JavaScript,negative
binding.pry,12,Ruby,negative
simplistic,13,Python,negative
puppet-git-receiver,12,Shell,negative
clueless,11,Ruby,negative
pretend,12,C++,negative
issue:#1714,18,C++,negative
https://issues.jboss.org/browse/plfed-316,12,Java,negative
mangle,29,C++,negative
decay,11,Java,negative
decline,17,JavaScript,negative
damage,11,PHP,negative
breakup,12,Ruby,negative
unsupported,16,Python,negative
leaky,15,JavaScript,negative
rival,12,JavaScript,negative
dumb,13,Objective-C,negative
idiotic,14,JavaScript,negative
chore(parseint,21,JavaScript,negative
attacks,18,Java,negative
zapped,11,Java,negative
task/pimple,12,PHP,negative
rot,13,C,negative
lxc-destroy,11,C,negative
fat,20,PHP,negative
greed,14,Ruby,negative
beware,13,Java,negative
ridiculous,15,JavaScript,negative
vex,12,C,negative
harden,18,Ruby,negative
biting,13,JavaScript,negative
fooled,18,JavaScript,negative
expunge,11,Ruby,negative
grumble,15,C#,negative
delays,14,Python,negative
chore(grunt-horde,17,JavaScript,negative
awkward,13,Python,negative
feign,12,Java,negative
debt,11,JavaScript,negative
buggy,23,Objective-C,negative
bug.h,12,C,negative
frontend/bug,12,JavaScript,negative
bogus,17,PHP,negative
limited,13,Shell,negative
drag&drop,21,Java,negative
warp,18,JavaScript,negative
joker,15,Python,negative
improper,12,Ruby,negative
tricky,11,C++,negative
drag'n'drop,14,PHP,negative
gawk,16,Ruby,negative
naively,11,Ruby,negative
jabber,16,Ruby,negative
gst-plugins-bad,24,Ruby,negative
weaker,15,JavaScript,negative
wrongly,11,Python,negative
https://issues.jboss.org/browse/hornetq-988,14,Java,negative
pig,12,PHP,negative
chore,13,Shell,negative
wicked,14,Ruby,negative
bitch,12,JavaScript,negative
fib,16,Java,negative
defunct,14,Ruby,negative
maven-failing-resolution,13,Shell,negative
inconsistency,24,C,negative
test/break,13,JavaScript,negative
st:dvb,11,C,negative
rdar://problem/11487457,18,C++,negative
issue-953,11,Java,negative
spurious,15,Ruby,negative
issue#39,21,PHP,negative
poor,19,C++,negative
rdar://problem/11324515,12,C++,negative
loot,13,Java,negative
troubles,14,JavaScript,negative
sue??os,30,PHP,negative
wild,19,C++,negative
sadly,11,C,negative
chill,11,Java,negative
jabber,12,JavaScript,negative
wince,16,C++,negative
chore(driver-compat,12,Java,negative
chore(.gitignore,14,JavaScript,negative
attack,11,Objective-C,negative
suck,11,C,negative
hate,15,PHP,negative
regress,20,Python,negative
illusion,33,Shell,negative
coerce,13,C++,negative
un-revert,12,C++,negative
pyramid/auth_test/auth_test/static/js/bootstrap-collapse.js,15,JavaScript,negative
crush,15,C,negative
rdar://problem/11791234,19,C++,negative
radical,14,C++,negative
bugging,15,Ruby,negative
drag&drop,15,C#,negative
revoke,11,C,negative
embarrassing,13,Python,negative
subversion,15,C++,negative
chaos,17,PHP,negative
fstab.spade,26,C++,negative
chore(gitignore,18,JavaScript,negative
https://issues.jboss.org/browse/jbide-11244,24,Java,negative
growl,12,Java,negative
negate,12,C,negative
killer,22,JavaScript,negative
crude,21,Shell,negative
angry,14,C#,negative
clash,16,Python,negative
rust,11,C++,negative
disgusting,11,Ruby,negative
gawk,11,C,negative
disown,19,Shell,negative
test/driver/crash-report.c,14,C++,negative
https://issues.jboss.org/browse/hornetq-1163,14,Java,negative
anti-injection,16,JavaScript,negative
libaccounts-glib,12,Shell,negative
gitwrap/errors,14,C++,negative
dragged,12,JavaScript,negative
arbitrary,17,C,negative
dirt,16,Java,negative
thirst,13,Java,negative
thicker,14,Ruby,negative
chore(gruntfile.js,11,JavaScript,negative
https://issues.jboss.org/browse/hornetq-1026,12,Java,negative
abuse-github,19,Ruby,negative
alarm,12,C#,negative
subversion/libsvn_wc/diff_editor.c,11,C,negative
worst-fit,12,C,negative
nonsense,16,Java,negative
chore(ngcookies,12,JavaScript,negative
fear,11,JavaScript,negative
deadlock,11,C#,negative
gossip,15,C++,negative
bootstrap-librarian-puppet,11,Shell,negative
unresolved,14,C++,negative
radically,11,Java,negative
problems#show,13,Ruby,negative
crazy-ass,12,PHP,negative
https://issues.jboss.org/browse/hornetq-1130,12,Java,negative
dim-1330,22,Java,negative

